0 0 0 0 0 0 0 0 
1200 0 1000 544 9 0 446 0 
2400 0 1000 536 16 0 447 0 
3600 0 1000 546 13 0 440 0 
4800 0 1000 556 10 0 433 0 
6000 0 1000 550 10 0 439 0 
7200 0 1000 550 15 0 435 0 
8400 0 1000 528 23 0 448 0 
9600 0 1000 553 15 0 432 0 
10800 0 1000 531 16 0 453 0 
12000 0 1000 572 16 0 411 0 
13200 0 1000 553 18 0 428 0 
14400 0 1000 554 14 0 432 0 
15600 0 1000 537 19 0 443 0 
16800 0 1000 519 20 0 461 0 
18000 0 1000 506 14 0 439 41 
19200 0 1000 525 18 0 436 21 
20400 0 1000 551 12 0 413 24 
21600 0 1000 548 8 0 429 15 
22800 0 1000 513 18 0 431 37 
24000 0 1000 530 14 0 433 23 
25200 0 1000 529 13 0 428 30 
26400 0 1000 529 9 0 438 24 
27600 0 1000 535 14 0 434 17 
28800 0 1000 546 24 0 418 12 
30000 0 1000 505 12 0 459 24 
31200 0 1000 520 9 0 454 17 
32400 0 1000 513 15 0 435 37 
33600 0 1000 506 10 0 441 43 
34800 0 1000 530 9 0 442 19 
36000 0 1000 527 15 0 444 13 
37200 0 1000 535 3 0 450 12 
38400 0 1000 518 11 0 443 27 
39600 0 1000 509 17 0 459 15 
40800 0 1000 506 14 0 458 22 
42000 0 1000 512 16 0 456 15 
43200 0 1000 518 9 0 437 35 
44400 0 1000 515 7 0 458 20 
45600 0 1000 506 9 0 470 14 
46800 0 1000 497 13 0 469 20 
48000 0 1000 540 12 0 430 17 
49200 0 1000 491 13 0 475 21 
50400 0 1000 511 8 0 460 21 
51600 0 1000 516 8 0 459 17 
52800 0 1000 506 11 0 465 18 
54000 0 1000 492 8 0 476 24 
55200 0 1000 518 9 0 463 10 
56400 0 1000 503 7 0 452 38 
57600 0 1000 511 11 0 468 10 
58800 0 1000 518 11 0 445 26 
60000 0 1000 512 7 0 456 25 
61200 0 1000 519 8 0 451 22 
62400 0 1000 504 9 0 468 19 
63600 0 1000 500 8 0 472 20 
64800 0 1000 504 5 0 470 21 
66000 0 1000 500 12 0 471 17 
67200 0 1000 503 13 0 473 11 
68400 0 1000 490 6 0 482 22 
69600 0 1000 505 3 0 476 16 
70800 0 1000 507 5 0 466 22 
72000 0 1000 502 7 0 467 24 
73200 0 1000 490 7 0 480 23 
74400 0 1000 530 8 0 437 25 
75600 0 1000 508 9 0 465 18 
76800 0 1000 484 5 0 497 14 
78000 0 1000 521 7 0 449 23 
79200 0 1000 499 9 0 478 14 
80400 0 1000 520 10 0 459 11 
81600 0 1000 523 6 0 447 24 
82800 0 1000 498 11 0 475 16 
84000 0 1000 491 10 0 482 17 
85200 0 1000 489 7 0 489 15 
86400 0 1000 514 6 0 460 20 
87600 0 1000 519 7 0 464 10 
88800 0 1000 506 14 0 458 22 
90000 0 1000 485 3 0 488 24 
91200 0 1000 488 4 0 491 17 
92400 0 1000 516 6 0 460 18 
93600 0 1000 487 5 0 483 25 
94800 0 1000 491 7 0 483 19 
96000 0 1000 499 7 0 478 16 
97200 0 1000 507 1 0 473 19 
98400 0 1000 497 3 0 487 13 
99600 0 1000 511 3 0 471 15 
100800 0 1000 501 4 0 476 19 
102000 0 1000 500 8 0 482 10 
103200 0 1000 488 7 0 488 17 
104400 0 1000 507 2 0 475 16 
105600 0 1000 502 5 0 479 14 
106800 0 1000 487 3 0 492 18 
108000 0 1000 495 3 0 496 6 
109200 0 1000 508 3 0 471 18 
110400 0 1000 497 5 0 489 9 
111600 0 1000 470 7 0 500 23 
112800 0 1000 478 4 0 507 11 
114000 0 1000 469 3 0 511 17 
115200 0 1000 498 2 0 473 27 
116400 0 1000 501 3 0 471 25 
117600 0 1000 483 4 0 504 9 
118800 0 1000 483 4 0 487 26 
