0 0 0 0 0 0 0 0 
1200 0 1000 657 254 0 88 0 
2400 0 1000 638 263 0 98 0 
3600 0 1000 648 255 0 96 0 
4800 0 1000 662 247 0 90 0 
6000 0 1000 625 284 0 90 0 
7200 0 1000 653 257 0 89 0 
8400 0 1000 635 275 0 89 0 
9600 0 1000 633 263 0 103 0 
10800 0 1000 649 254 0 96 0 
12000 0 1000 509 204 0 82 204 
13200 0 1000 537 180 0 84 198 
14400 0 1000 594 150 0 83 172 
15600 0 1000 628 129 0 98 144 
16800 0 1000 651 155 0 90 103 
18000 0 1000 683 108 0 87 121 
19200 0 1000 711 81 0 107 100 
20400 0 1000 703 107 0 100 89 
21600 0 1000 743 85 0 88 83 
22800 0 1000 731 96 0 104 68 
24000 0 1000 766 83 0 100 50 
25200 0 1000 762 64 0 105 68 
26400 0 1000 782 75 0 87 55 
27600 0 1000 764 82 0 93 60 
28800 0 1000 776 56 0 104 63 
30000 0 1000 782 70 0 111 36 
31200 0 1000 777 80 0 101 41 
32400 0 1000 784 68 0 111 36 
33600 0 1000 782 65 0 106 46 
34800 0 1000 782 67 0 109 41 
36000 0 1000 799 51 0 118 31 
37200 0 1000 801 62 0 98 38 
38400 0 1000 810 59 0 98 32 
39600 0 1000 801 46 0 108 44 
40800 0 1000 794 51 0 114 40 
42000 0 1000 796 63 0 100 40 
43200 0 1000 806 54 0 104 35 
44400 0 1000 780 49 0 122 48 
45600 0 1000 812 47 0 105 35 
46800 0 1000 810 68 0 94 27 
48000 0 1000 813 53 0 93 40 
49200 0 1000 786 57 0 108 48 
50400 0 1000 768 57 0 123 51 
51600 0 1000 790 57 0 104 48 
52800 0 1000 775 63 0 125 36 
54000 0 1000 801 53 0 123 22 
55200 0 1000 824 58 0 106 11 
56400 0 1000 804 69 0 109 17 
57600 0 1000 822 56 0 92 29 
58800 0 1000 800 55 0 121 23 
60000 0 1000 797 50 0 116 36 
61200 0 1000 814 51 0 106 28 
62400 0 1000 824 54 0 98 23 
63600 0 1000 805 46 0 119 29 
64800 0 1000 819 49 0 109 22 
66000 0 1000 809 61 0 98 31 
67200 0 1000 805 57 0 108 29 
68400 0 1000 818 46 0 107 28 
69600 0 1000 798 49 0 120 32 
70800 0 1000 817 46 0 116 20 
72000 0 1000 806 44 0 119 30 
73200 0 1000 805 48 0 113 33 
74400 0 1000 813 59 0 108 19 
75600 0 1000 808 56 0 104 31 
76800 0 1000 806 59 0 115 19 
78000 0 1000 810 56 0 107 26 
79200 0 1000 828 53 0 92 26 
80400 0 1000 817 55 0 104 23 
81600 0 1000 820 43 0 111 25 
82800 0 1000 808 55 0 119 17 
84000 0 1000 809 54 0 101 35 
85200 0 1000 791 57 0 101 50 
86400 0 1000 816 51 0 106 26 
87600 0 1000 824 45 0 102 28 
88800 0 1000 802 54 0 117 26 
90000 0 1000 824 48 0 111 16 
91200 0 1000 815 60 0 112 12 
92400 0 1000 832 47 0 104 16 
93600 0 1000 828 53 0 96 22 
94800 0 1000 800 54 0 124 21 
96000 0 1000 798 52 0 111 38 
97200 0 1000 816 45 0 106 32 
98400 0 1000 802 49 0 123 25 
99600 0 1000 811 47 0 118 23 
100800 0 1000 815 51 0 104 29 
102000 0 1000 809 40 0 127 23 
103200 0 1000 805 64 0 114 16 
104400 0 1000 843 35 0 106 15 
105600 0 1000 829 56 0 103 11 
106800 0 1000 801 62 0 115 21 
108000 0 1000 806 64 0 98 31 
109200 0 1000 821 39 0 104 35 
110400 0 1000 805 56 0 106 32 
111600 0 1000 826 55 0 92 26 
112800 0 1000 821 41 0 108 29 
114000 0 1000 813 49 0 115 22 
115200 0 1000 824 50 0 100 25 
116400 0 1000 822 71 0 86 20 
117600 0 1000 815 51 0 112 21 
118800 0 1000 822 35 0 113 29 
